c2,c0,729,129,229,ff9a,
95,467,260,150,91,5704,
356944,1454211,583570,379578,194723,13076,
4342254,22341174,11437640,7277327,4049695,137541,
629057,3549355,2050775,1257238,741427,42577,
135148,655960,427525,255279,161017,20652,
4341,21450,17694,10059,7258,4868,
632019,2999261,1488365,1000222,467808,21939,
37098,162501,96927,61724,32821,5731,
9901,51212,35110,20540,13752,7667,
666105,3192286,1591362,1068242,503307,18636,
1260969,5961141,2987976,1949461,966984,88335,
6814462,33215872,15055632,9684649,4860750,187380,
3507699,18116014,8175112,5321622,2684236,114278,
473263,2419389,1165053,760714,388725,19957,
499764,2450973,1347656,861992,456580,21383,
0,0,0,0,0,1779,
24543,108482,69459,43732,23818,6434,
19109,83387,51874,31982,18543,5130,
50661,265818,123174,73379,47217,9094,
709622,3217906,1716733,1122468,566214,42921,
95,467,312,181,106,3387,
74488,341935,207238,127948,74463,7204,
122087,558129,319586,199681,111283,10106,
300751,1571490,1061323,683901,380296,72666,
2787995,15470385,9836242,6849744,2846896,54639,
53936,212788,74404,50043,23392,3971,
104964,432150,196804,128152,65318,7896,
196276,895787,434020,277875,147785,14770,
10851,55837,41223,24529,15809,8999,
627224,2975185,1483975,998136,466546,26114,
23737,115166,86018,56580,27157,8118,
57412,264437,160192,97153,59016,14355,
917030,4421544,2527092,1632208,854997,63084,
13283,51191,24851,17003,6800,4377,
38852,173823,112072,67619,41037,8492,
0,0,0,0,0,2630,
22916,102174,64114,40307,22057,7771,
15106,64910,37551,23686,12814,3796,
6284,25946,15680,9812,5689,3863,
467359,2184727,1200517,787007,401295,22955,
86876,394298,246037,156026,79922,3492,
92486,444638,271731,166666,98920,10023,
103721,473310,269386,165845,95781,8293,
4905,18614,10884,6747,4005,3675,
52685,253233,156506,97835,55033,8247,
162,726,768,561,181,2497,
55823,231501,128967,81656,45193,7611,
40439,176859,96532,61478,33051,4478,
8518,43679,27051,16185,10179,5770,
342905,1668535,837535,565769,259167,10889,
95,467,260,155,87,1953,
62971,283759,161788,98572,59706,8491,
4103300,21163842,10560238,6733988,3718530,153803,
959329,5295776,3168647,1954200,1164794,70343,
751015,3556796,1814733,1197596,589647,36950,
2227,10477,6568,3780,2325,2417,
23504,103366,67448,42263,23225,10120,
19086,84191,50968,31173,18182,4938,
1734,8115,5507,3371,2003,5954,
43425,206726,150042,88027,59011,15993,
517066,2417533,1342181,876567,444584,24981,
70879,323021,197722,121223,71718,8646,
95767,433314,259823,160050,92237,8494,
5899,23548,14494,9226,4895,4726,
47741,205302,117510,74224,40651,5932,
0,0,0,0,0,2553,
36249,158716,90047,57159,30625,4850,
36114,158164,86783,54991,29668,4206,
8337,42893,26045,15606,9771,6570,
43221,189062,107693,69586,35234,7467,
241,1121,934,618,284,2978,
658048,3127628,1558776,1040902,496269,18516,
83047,372643,223996,136522,80192,13044,
252201,1078859,421636,303468,115708,12868,
18415,80017,52014,33895,16250,5500,
3192,15945,13432,7784,5413,4949,
25045,107994,67474,42264,23464,7084,
16271,67318,41984,26261,14635,4999,
48973,258345,117371,69922,45056,6423,
13296,56355,33525,21040,11373,4358,
95,467,261,151,92,1825,
606267,2858510,1565191,1010942,527459,24221,
97153,438103,244257,150396,87139,9362,
203619,1005553,656735,422349,228318,38610,
62110,287869,180257,110551,66115,10876,
0,0,0,0,0,2551,
157383,636132,250527,164821,79925,7032,
34470,151762,82938,52645,28273,3631,
12883,68197,47400,28326,18020,8962,
68512,304442,193978,112068,78649,24210,
6542,37622,31481,18235,11252,3966,
621279,2954359,1452768,978152,455939,12955,
762318,3784628,2271213,1469115,765679,41071,
114856,531939,316640,190956,117028,7970,
1004364,5505662,3291898,2023566,1215620,52585,
0,0,0,0,0,2442,
34027,152933,99670,61202,35580,11245,
18234,78185,50139,31891,16539,5698,
1969,9138,6380,3981,2251,3806,
14880,62506,35487,22301,12010,4377,
95,467,260,151,90,10988,
561660,2615598,1453312,946172,482746,23336,
3923385,20172641,10149899,6486369,3558820,128108,
39404,184672,112000,66534,42806,6222,
983709,5220875,3130710,1919716,1157560,57200,
5429,27853,23024,12921,9567,6691,
871863,4362912,2344186,1532708,775672,42886,
47877,210618,131051,83248,44321,8315,
11961,59590,41978,25834,14968,8728,
84928,417128,253108,163051,86533,10901,
114,526,317,182,110,3863,
629883,2993002,1483858,998035,465633,19817,
16986,72619,42439,26573,14345,8587,
40742,191314,116253,69178,44304,4900,
893765,4755915,2778344,1712147,1020476,23276,
0,0,0,0,0,3558,
389246,1969842,1088047,684534,384159,23838,
141565,566445,239528,156056,78814,8740,
1736,8125,5628,3447,2046,3719,
16535,70176,38753,24410,13191,4237,
95,467,256,150,88,2717,
511887,2495974,1254147,803516,430770,25950,
219726,1112262,700967,441545,242216,19729,
38882,184183,111745,66327,42840,3704,
902548,4797106,2827956,1744203,1036757,18331,
0,0,0,0,0,2023,
277340,1528592,934633,581362,336140,15403,
48631,214532,127155,80922,42925,6772,
10870,55896,40173,23786,15562,8088,
37801,166048,94020,60038,31753,4438,
4806,26089,20658,12758,7542,3693,
44377,198060,109114,69632,37036,7939,
679932,3263000,1563652,1041395,503253,38458,
285998,1249834,536485,369107,162402,10084,
876650,4677852,2734024,1684738,1005230,18056,
29417,124512,59645,36758,21422,6452,
267302,1486946,915660,567963,330865,14155,
16741,71264,42490,26781,14408,4140,
49029,258595,119487,71344,45700,7010,
16563,70391,42531,26774,14440,4887,
95,467,269,158,92,2401,
16532,70241,40028,25290,13525,5080,
557768,2587462,1437105,930933,481487,26600,
290423,1487258,959017,608170,336711,62438,
206002,990234,563036,357618,191607,11220,
1991,7238,6818,4052,2751,3549,
37701,165574,94718,60263,32149,4558,
37688,165499,90970,57935,30888,4459,
13822,68184,47448,30242,15758,8464,
52391,232829,125483,82232,40767,5951,
95,467,261,150,92,2353,
50101,226438,128662,83211,45340,10856,
4447108,21661715,11350374,7405253,3835943,131021,
617319,4251423,1891120,1110940,742137,43616,
779950,3665826,1864431,1231170,602687,37143,
54865,299200,197205,113120,79232,6048,
1021442,5566941,3310252,2036326,1220544,60878,
28984,131868,84291,51704,30067,5810,
1899,8934,6401,3896,2361,4216,
20108,86304,53563,32606,19231,8459,
114,526,350,203,118,6056,
4925792,19263778,5946252,4143113,1680024,79769,
555743,2576549,1448603,938437,484974,41695,
37421,178044,103856,61476,39941,5159,
860027,4580579,2666081,1635371,986992,25678,
0,0,0,0,0,2136,
291153,1587806,990759,617541,355074,16285,
98725,411143,208863,135477,68757,11279,
8318,42834,27680,16414,10556,7165,
37720,165612,98260,62527,33389,5826,
96,471,321,182,113,3239,
46241,204893,123504,78180,42532,8087,
621247,2952194,1460513,982536,458535,17848,
37561,178826,104473,61611,40384,3460,
166111,742732,402036,249991,133592,11447,
145,648,648,462,173,2025,
21638,91919,57952,36403,19737,6891,
22231,96878,58479,36750,19978,4780,
1898,8924,6420,4005,2259,3546,
35203,160321,101561,59662,38844,10077,
95,467,270,154,95,2305,
19381,81519,46192,29258,15737,4410,
17882,76926,42321,26364,14527,6738,
565416,2637156,1447451,933731,489676,17038,
126221,573378,326136,202101,115182,8955,
0,0,0,0,0,2631,
5011336,19657677,6153657,4268528,1757031,89276,
41292,183117,112250,72113,37256,6851,
14985,78961,57683,33922,22529,11797,
36255,160107,94591,60045,32336,6020,
6337,36496,28840,16653,10427,4221,
42092,187651,108276,69223,36614,6025,
619538,2945555,1458754,981524,458010,13415,
398284,1770315,833629,551484,268961,17418,
1051761,5740586,3410784,2107262,1249625,38178,
0,0,0,0,0,1890,
31027,136472,90275,55066,32860,10658,
23441,102800,64715,40818,22091,5188,
49194,259108,119471,71303,45743,8298,
16633,70557,43633,27506,14842,4688,
95,467,265,153,93,2005,
16605,70458,40447,25530,13684,4175,
4043387,20807558,10365757,6617496,3631491,163593,
777727,3679344,2135070,1372321,730450,77529,
1094163,5716902,3456482,2132563,1263620,72022,
5841,29718,24895,14401,9925,5873,
1621244,8436402,4690814,2972655,1648153,61855,
282196,1552594,930889,578262,335061,14012,
15298,72774,47341,29092,16854,10236,
95950,466376,293591,188981,99995,13680,
114,526,317,181,110,2978,
632902,2538067,925023,619905,290048,18839,
773722,3815676,2287391,1481017,770560,39588,
48284,228684,145542,86155,55760,5670,
1493303,7620249,4202483,2669955,1469601,36268,
59340,233701,79766,54724,23666,3803,
256073,1432813,867969,537124,314511,15189,
27251,120152,81623,50423,29142,7915,
3503,15754,10885,6597,3991,5538,
14890,62534,35457,22088,12186,4788,
724850,3190508,1610492,892284,712083,51346,
2567404,10243185,3297826,2214825,1031664,14477,
16232,69263,40151,24962,13655,7025,
417334,1892025,946695,611305,320970,30412,
1392058,7577072,4426099,2726856,1617708,40649,
0,0,0,0,0,2699,
407562,2045784,1110721,701756,388339,20021,
48369,212325,127388,81081,43091,8391,
8318,42834,28937,17320,10898,7910,
64997,275639,141178,90120,48179,5527,
80695,327630,127828,84908,40955,6873,
150480,612230,255381,168427,82147,8380,
41488,184345,106932,67506,36511,8229,
53273,248702,155876,92647,59212,5200,
1615576,8132746,4354718,2772752,1516864,31432,
28810,114455,40597,27273,12782,2155,
255095,1428212,861924,534117,311718,13745,
25673,111816,72429,45816,24646,5912,
1899,8932,6385,3972,2273,4262,
14893,62559,36651,22976,12453,4278,
95,467,269,154,95,1843,
15002,63098,37588,23433,12862,6563,
206164,835098,311686,211196,104054,10976,
128226,527574,249263,151261,84093,6292,
1412635,7169836,4047893,2536065,1445999,29551,
0,0,0,0,0,2516,
275421,1519600,905675,562975,325790,12605,
36091,158728,91243,58163,30972,5923,
268699,1074651,406386,268145,132511,12530,
36117,158165,91535,58281,30950,4791,
95,467,260,152,89,2622,
37409,164617,91058,57945,30911,5190,
3924899,20190366,10148922,6488161,3557499,149992,
294864,1292123,565690,386474,173822,13457,
1278057,6666750,3793912,2379050,1353016,42397,
6767,36116,22340,12838,8916,2774,
886518,4442528,2359854,1538957,783760,37038,
88167,377090,184522,115779,63491,10630,
52538,275759,131131,79103,49141,9847,
19662,83910,51762,31909,18050,8198,
114,526,348,202,117,3002,
25620,101124,61473,37992,22190,4916,
16196,69123,38794,24081,13269,6787,
199195,955281,648966,400115,243654,46432,
1496515,7597666,4303374,2698900,1529006,51319,
5212,24051,17457,12293,4473,4524,
276029,1523683,931782,578804,335659,14832,
53532,227940,127895,81613,43445,7120,
19447,91886,59761,36283,21568,7159,
36196,158535,93281,59545,31436,4675,
96,471,334,194,114,2313,
45891,193463,112884,72395,41378,8665,
888624,4506552,2686565,1730422,917233,43457,
37945,180775,105094,62075,40567,4617,
720822,3417567,1725534,1145532,553089,20510,
145,650,508,356,142,2838,
19461,79506,50202,31348,17468,6857,
21957,96037,61363,39966,22753,6788,
3903,16233,9339,5361,2331,3508,
54584,252606,135872,82628,50419,15790,
50327,257967,126396,69261,56037,16589,
18933,77256,46505,28990,16233,4144,
292684,1169060,379863,265051,114160,14280,
5406913,21114293,6420116,4452407,1834615,74636,
107999,474181,263623,162470,92966,9630,
504438,2346928,1233003,797065,415920,20170,
63811,271223,151686,95647,51886,7646,
34495,151895,85447,54467,28931,4810,
12883,68197,49326,29280,18934,8098,
34524,152012,85522,54327,29092,6061,
7043,39592,33408,20268,11523,3664,
58380,239812,133064,85197,45753,6319,
40665,182366,99950,63527,33951,7959,
61253,277605,163698,98099,62223,8287,
104076,472226,257042,157898,91950,5361,
1929,10006,10235,5852,4223,4607,
629797,2992552,1471942,986997,465237,17500,
301303,1214769,447905,295650,146490,12178,
9662,38328,29613,17963,11197,6793,
13309,56423,30962,19371,10605,4607,
95,467,239,138,82,2204,
13309,56423,33985,21106,11803,4278,
3905642,20108583,10128347,6471950,3549189,138590,
38832,185410,108626,63727,42393,6331,
774856,3714816,1957503,1274616,649571,32167,
513181,2390461,1267682,818673,427754,21103,
139508,564779,226925,152421,69765,11099,
92878,404542,178651,121460,62911,9842,
5654209,22067256,6696169,4649028,1907831,118982,
128658,621431,389073,268524,115863,14947,
114,526,354,204,122,4607,
262748,1072135,396362,274911,122978,16934,
3622926,14158035,4533023,3130550,1307169,58051,
274138,1199644,499351,346640,149062,11013,
1109281,5980089,3568350,2194795,1313002,83111,
0,0,0,0,0,4067,
637125,3026191,1513132,1015770,476789,18316,
27668,123853,84467,52527,29752,8680,
51212,267414,125293,74744,48119,8544,
16558,70268,40595,25461,13905,4399,
4024,15794,10605,6864,3673,2342,
214249,861135,296830,197108,92424,7390,
237436,951263,312849,209108,96693,8529,
173041,831122,551692,338489,205285,44957,
195032,941043,530021,336844,182812,11372,
431603,1995419,940978,618078,314162,27486,
154741,741010,453188,285423,153046,5863,
37755,165845,95250,60540,32471,5480,
24476,112589,79274,47973,29008,10322,
40261,178739,104236,65787,36062,8023,
4436,24452,16943,9824,6776,3408,
39007,175732,99282,63785,36064,7882,
780481,3851117,2304763,1491461,776053,46683,
723304,2896374,1004049,671845,314791,12226,
848030,3443364,1321234,866191,429724,18444,
2282,10667,5811,3306,2474,3308,
618436,2941045,1449664,975532,455123,12187,
22528,99761,62302,39421,21176,7015,
166297,659721,237733,160228,74040,6664,
204317,814033,288311,194286,88791,7812,
95,467,255,148,88,2399,
14964,64153,40719,25544,14068,5472,
78869,316633,124827,82984,39098,7707,
3588346,14282176,4567705,3080858,1413068,10881,
2164960,8560155,2858376,1965585,845092,43036,
1754408,6837757,2173137,1501153,622736,29192,
539337,2503490,1310688,846828,441607,19648,
50593,234274,137530,86318,46330,8217,
8497,43578,28058,16722,10627,5840,
36137,159473,89575,57248,30295,5072,
95,467,265,153,91,2558,
65094,274389,129334,83773,43130,5419,
3930311,20214508,10153568,6489701,3560003,132934,
42327,204003,119957,70728,46572,10412,
1264881,6691711,3962311,2435328,1458322,87145,
123652,493712,197834,131659,62795,7248,
644523,3064223,1543265,1034934,486827,24086,
29454,129654,85963,52787,30913,8256,
79673,317744,114029,76313,35961,6261,
2742085,14566250,8577793,6210132,2248875,181681,
459122,1926065,850611,598784,238217,34261,
15138,63731,36839,23162,12436,6361,
16276,69418,40351,25116,13746,8314,
38978,185844,106901,62969,41403,6171,
94317,427604,246670,150032,89070,9668,
3291,15250,13069,8752,3826,5144,
535856,2477560,1327378,858775,446173,36324,
36211,158563,94512,59955,32153,5519,
159912,640508,236169,155439,77385,11424,
36468,159922,94715,60170,32095,5264,
3544,16311,12433,8684,3231,4609,
37541,164885,90171,57457,30366,6510,
42259,188455,105968,67386,35844,8814,
273978,1198822,500192,347394,149213,12147,
673891,2733914,1071647,707624,342460,17313,
140075,559472,201420,134653,64513,4523,
615523,2926106,1438492,968278,451416,13897,
153128,612682,237393,157292,76460,9340,
51344,268692,125702,75020,48229,7844,
13310,56401,34249,21396,11688,3667,
95,467,260,147,96,1980,
13437,56993,33739,21134,11477,3990,
14789,63732,37244,22978,12854,6566,
179476,846940,554071,342246,206075,48934,
214210,1034962,581385,370389,202492,13428,
2727355,10835602,3519368,2364918,1101351,9982,
13318,56434,36194,22411,12579,6088,
593558,2749013,1402562,899797,477656,24548,
18728,89403,61622,36768,23771,8859,
40590,174159,99926,63412,34388,6230,
6154,35328,29124,16923,10451,3924,
49084,211185,122825,79068,43384,7704,
906435,4590337,2764777,1777129,945405,58774,
47168,216581,124103,73571,47932,5255,
119671,551904,318695,194102,115581,6978,
0,0,0,0,0,2794,
45667,204243,120594,74808,42713,10300,
617864,2910234,1396025,951818,439251,14238,
75914,331426,189668,113080,59399,8053,
14052,59665,35390,22457,11821,5657,
116780,463214,164504,111138,51171,4235,
14303,60036,35097,21881,12214,3673,
3896900,20053861,10059833,6429778,3527537,129602,
39002,185970,105979,62471,41016,4095,
795726,3786970,1972590,1286961,652854,31424,
8120,35132,25848,15161,10251,5580,
33525,150385,94407,60003,31276,8188,
454076,2046546,1071797,703428,359194,23120,
148127,716795,434087,273164,146841,5861,
44691,195211,117500,73129,41740,9617,
403243,1817698,944468,670051,263847,57544,
103548,506072,315872,203455,107692,15453,
84353,353181,154821,100321,51155,9434,
61845,270161,154626,93449,58616,5253,
113860,517728,288377,177539,102737,7729,
1170,4793,4705,2804,1630,2944,
60460,253657,117601,76120,38970,6497,
615202,2932771,1430714,963365,449215,12919,
20522,87395,61058,37647,21561,7954,
14104,59870,35615,22612,11900,6813,
95,467,241,139,83,2577,
13335,56512,31582,19792,10779,3100,
18885,82688,50246,32248,16122,7129,
39139,186578,105197,62042,40765,3483,
97779,436210,240852,146576,87456,4270,
0,0,0,0,0,2338,
15383,63984,37458,23434,12947,4233,
13353,56691,33315,21923,13042,3663,
543412,2530981,1328284,855300,448571,20011,
51636,231884,134489,87811,44146,8559,
4800,26050,20276,12554,7377,3649,
34952,153742,81259,51806,27430,4731,
40838,182885,99384,62981,33954,8830,
325062,1403660,570630,394190,172256,10798,
192315,865052,467129,287364,160884,17528,
10533,38071,26879,16237,10592,3402,
34641,152554,87683,55427,30103,5486,
616811,2941319,1436218,968045,452477,9443,
56717,286550,133872,79164,49265,6933,
13923,59046,36777,23235,12378,6199,
114,526,369,199,144,3342,
13315,56413,33047,20626,11353,5303,
56582,234366,105056,65602,36496,7808,
2796372,11277846,3864913,2573508,1227652,45075,
182359,885102,495158,314571,171704,10199,
0,0,0,0,0,1987,
17407,72548,42565,26834,14605,5604,
13332,56506,31523,19751,10765,3161,
575684,2623496,1302388,844843,435983,16003,
81820,343172,162577,104798,54550,6561,
3922,14324,9818,6069,3714,2818,
38049,171379,97265,61070,34130,5618,
4148790,20306392,10566172,6862545,3608084,103463,
503652,3445203,1566555,920329,612085,31440,
251187,1102563,571656,357206,200481,18030,
78514,386313,248465,146708,96922,8673,
630491,2993103,1483979,997244,466575,21832,
48941,222506,143595,89185,50752,8738,
1897,8922,5874,3633,2107,4202,
